,Symbol,priceEarningsRatio,returnOnEquity,priceEarningsToGrowthRatio,priceToSalesRatio,priceToBookRatio,debtEquityRatio,priceToFreeCashFlowsRatio,EPS,dividendPayoutRatio,Dividend Yield,Net Profit Margin,debtRatio,Dividends per Share Growth,10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Sector,2016 PRICE VAR [%],intercept
2425,QEP,0.0,-0.0378,,1.1732,0.6004,0.5627,0.0,-0.85,,0.006,-0.07400000000000001,0.2645,0.0,0.0,0.1487,0.0,Energy,33.116402082473094,1
2426,RIG,5.2458,0.0589,5.1953063583815,0.6097,0.3059,0.5779,3.1121,2.36,-0.0,0.0848,0.1171,0.3212,-0.6263,0.0,0.0,0.0995,Energy,17.450195594419874,1
2427,CDEV,0.0,0.0471,,6.9091,58.0452,0.3428,0.0,-0.77,,0.0,0.1349,0.2104,0.0,,,,Energy,97.19999313354492,1
2428,DNR,0.0,-3.5114,,0.5641,0.5594,2.6244,2.2834,-12.57,,0.0936,-3.4873,0.5569,-0.247,0.0,0.0,0.0,Energy,80.39216350839958,1
2429,EOG,0.0,-0.3496,,4.4435,2.9884,0.5142,0.0,-8.29,,0.0095,-0.5166,0.2468,0.3151,0.2452,0.1712,0.2612,Energy,46.33606824112388,1
2430,OAS,0.0,-0.0174,,1.2983,0.4362,0.9928,0.0,-0.31,,0.0,-0.051,0.4076,0.0,,0.0,0.0,Energy,99.73615429695707,1
2431,OKE,21.0769,0.7295,17.365325809361998,0.6648,0.0,26.744,0.0,1.17,2.0785502312462,0.0985,0.0316,0.5814,-0.7719,0.1612,0.2171,0.2415,Energy,142.8304215705644,1
2432,HES,0.0,-0.1576,,2.114,0.7217,0.34,0.0,-10.78,,0.0206,-0.4658,0.193,0.0,0.096,0.2011,0.3572,Energy,31.721080388560342,1
2433,OXY,0.0,-0.3215,,4.0593,2.117,0.3411,0.0,-10.23,,0.044,-0.6165,0.1913,-0.5043,0.165,0.151,0.112,Energy,10.29509852560902,1
2434,CVE,23.2713,0.0499,14.670773402808,0.8287,,0.5266,0.0,0.5423,0.8543689320388199,0.038,0.0536,0.253,-0.4176,,-0.0954,-0.18600000000000005,Energy,23.023662328772396,1
2435,FTI,223.1538,0.0029,223.60577291667005,1.1799,3.1767,0.565,8.8934,0.13,6.8541666666667,0.0,0.0013,0.1875,0.0,,,,Energy,30.45737261733433,1
2436,MDR,0.0,-0.0121,,0.2607,0.5376,0.5676,0.0,-0.24,,0.0,-0.0059,0.2491,0.0,0.0,-1.0,0.0,Energy,122.59036135926165,1
2437,ECA,0.0,-0.8375,,0.8532,1.2391,0.8648,0.0,-6.28,,0.0552,-1.168,0.3416,0.0036,0.0022,-0.1888,-0.2944,Energy,130.53079399181894,1
2438,RES,0.0,-0.1046,,2.0519,2.8183,0.0,8.4645,-0.47,,0.0172,-0.0788,0.0,-0.5233,0.2041,0.1713,-0.2668,Energy,67.24012215413181,1
2439,WMB,0.0,-0.0929,,2.6181,0.0,3.9829,0.0,-0.76,,0.0953,-0.0776,0.4995,0.2513,0.2564,0.3826,-0.3004,Energy,28.480478998206447,1
2440,SU,0.0,-0.0511,,1.2553,,0.392,75.4216,-0.9978,,0.0248,-0.0672,0.1974,-0.1918,0.2224,0.1037,0.0839,Energy,36.30671877499485,1
2441,PE,0.0,-0.0399,,10.7912,1.845,0.4725,0.0,-0.45,,0.0,-0.1895,0.2385,0.0,,,0.0,Energy,90.79588488265749,1
2442,PAA,29.6154,0.1146,7.9225851605759,0.3968,1.6747,1.4432,0.0,0.78,1.1971207087486,0.1193,0.039,0.5103,0.0804,0.079,0.0798,0.093,Energy,47.364314098174496,1
2443,VLO,8.8388,0.1944,7.767063684210499,0.3878,1.65,0.3573,8.8011,8.0,0.2125313283208,0.024,0.0454,0.1658,0.619,0.245,0.5342,0.3778,Energy,1.7679099421802194,1
2444,AR,6.3557,0.1586,6.3481091267565,1.5272,1.0178,0.7867,0.0,3.43,-0.0,0.0,0.238,0.3308,0.0,,0.0,0.0,Energy,5.231693064411047,1
2445,SM,0.0,-0.2417,,0.8583,0.7215,1.3593,0.0,-6.61,,0.0051,-0.2876,0.4479,0.0,0.0,0.0,0.0,Energy,73.30368225577276,1
2446,COG,0.0,-0.0567,,5.3947,3.644,1.0035,0.0,-0.28,,0.0045,-0.0839,0.3838,0.0,0.1609,0.2167,0.2599,Energy,33.41404126513119,1
2447,EPD,19.9844,0.1242,16.40140492129,1.8983,4.8805,1.1107,268.9056,1.28,1.1675789306679,0.059,0.0933,0.4619,0.0559,0.0617,0.0573,0.11,Energy,8.741576179445683,1
2448,NBL,0.0,-0.2354,,4.4336,1.3718,0.7691,0.0,-6.07,,0.0219,-0.7669,0.3296,0.0588,0.2538,0.1487,0.1653,Energy,14.935114895440776,1
2449,WLL,0.0,-0.4671,,0.921,0.4059,1.0941,0.0,-45.41,,0.0,-1.0606,0.4564,0.0,0.0,0.0,0.0,Energy,26.128025126567,1
2450,CRZO,0.0,-2.6014,,4.0198,3.7705,2.7835,0.0,-22.45,,0.0,-2.6914,0.6158,0.0,0.0,0.0,0.0,Energy,28.482968236050898,1
2451,CLR,0.0,-0.0757,,3.1982,1.8359,1.5245,0.0,-0.96,,0.0,-0.132,0.4771,0.0,0.0,0.0,0.0,Energy,121.29669023955697,1
2452,PXD,0.0,-0.0326,,4.1063,2.3075,0.4368,0.0,-1.83,,0.0006,-0.0599,0.2412,0.0,-0.0962,0.0,0.0,Energy,44.884703597516335,1
2453,WPX,0.0,-0.4885,,1.1567,0.448,0.9021,0.0,-7.42,,0.0,-1.2643,0.38,0.0,,0.0,0.0,Energy,152.51299381260398,1
2454,WTI,0.0,1.9843,,0.3461,0.0,-2.2733,0.0,-13.76,,0.0,-2.0595,0.9908,-1.0,-1.0,-1.0,-1.0,Energy,16.877641969719832,1
2455,XEC,0.0,-1.0493,,5.8183,4.598,0.6043,0.0,-27.75,,0.0072,-1.7758,0.3155,0.0323,0.0,0.1636,0.1164,Energy,51.594531610233915,1
2456,SGU,14.3898,0.1296,10.902850449995,0.2905,0.0,0.345,3.8116,0.59,0.56709979763553,0.0429,0.0224,0.1459,0.0706,0.0,0.0539,0.0439,Energy,54.4888151010613,1
2457,NOV,0.0,-0.0469,,0.8527,2.2431,0.2386,14.7447,-1.99,,0.0549,-0.0521,0.1505,-0.8109,0.0,0.3502,0.5543,Energy,10.25728031827274,1
2458,CPE,0.0,-0.662,,4.0203,1.6792,0.9057,0.0,-3.77,,0.0,-1.7463,0.4166,0.0,0.0,0.0,0.0,Energy,89.75307607047583,1
2459,NE,5.1214,0.0763,4.8786021796477,0.7615,0.3813,0.6661,1.8966,2.06,0.61748336594912,0.1209,0.1524,0.3469,-0.7651,0.3825,0.1226,0.6989,Energy,-43.93282817599447,1
2460,BP,0.0,-0.0667,,2.7674,,0.5469,403.2149,-2.123,,0.0768,-0.0287,0.2031,0.0256,0.0138,0.2336,0.0662,Energy,29.77753391240666,1
2461,VVV,20.087,0.3177,0.0,2.4355,8.1592,0.0,19.8434,1.15,-0.0,0.0,0.0996,0.0,0.0,,,,Energy,-6.708617342049812,1
2462,MUR,0.0,-0.4279,,1.3130000000000002,0.7288,0.5765,0.0,-13.03,,0.0624,-0.7721,0.2662,0.0566,0.1202,0.0592,-0.2751,Energy,42.75149325072676,1
2463,SHLX,35.7931,1.693,29.404084560144,12.1988,60.2818,4.6363,17.0014,1.16,0.57749850388989,0.0162,0.3442,0.6401,0.0,,,0.0,Energy,-29.059354334391106,1
2464,CXO,171.963,0.0095,181.29227256715998,6.6476,1.7338,0.48,0.0,0.54,-0.0,0.0,0.0366,0.2636,0.0,0.0,0.0,0.0,Energy,46.86014596366285,1
2465,HLX,0.0,-0.2948,,0.8024,0.4501,0.5859,0.0,-3.58,,0.0,-0.5418,0.3122,0.0,0.0,0.0,0.0,Energy,64.24580787315881,1
2466,HP,12.1804,0.0859,10.142065534326,1.6106,1.04,0.1086,17.1389,3.88,0.7096761149973699,0.0582,0.133,0.0744,0.1288,0.325,0.6729999999999999,1.1421,Energy,49.9477026613729,1
2467,LNG,0.0,1.0811,,32.4436,0.0,-18.3997,0.0,-4.3,,0.0,-3.5978,0.8822,0.0,0.0,0.0,0.0,Energy,10.450552276863846,1
2468,PBF,22.1747,0.0889,19.094293218437,0.2738,2.1502,1.1172,21.2136,1.66,0.72802781401766,0.0326,0.0112,0.3014,0.0,,0.0,0.0,Energy,-17.476389151025916,1
2469,CNQ,0.0,-0.0233,,1.9279,,0.6133,20.4766,-0.4194,,0.0235,-0.0515,0.2833,-0.2645,0.1739,0.12,0.0649,Energy,52.599695542101905,1
2470,CNX,0.0,-0.0797,,1.5095,0.3848,0.7879999999999999,0.0,-1.64,,0.0153,-0.3127,0.339,-0.4229,0.004,-0.1833,-0.3849,Energy,113.0140969111745,1
2471,OII,15.966,0.1463,15.181867401552,1.1986,3.2058,0.5041,10.1373,2.35,0.46081788313111,0.0288,0.0754,0.2321,0.0485,0.0,0.0,0.1611,Energy,-24.75905152756889,1
2472,PSX,10.5141,0.183,9.3839732501774,0.4323,2.3189,0.3847,0.0,7.78,0.27726519990537,0.0267,0.0419,0.1829,0.1534,,0.0,0.6921,Energy,11.321500308914663,1
2473,RRC,0.0,-0.2586,,2.6083,1.4855,0.9607,0.0,-4.29,,0.0065,-0.4466,0.3842,0.0,0.1031,0.0,0.0,Energy,33.72587766072435,1
2474,FET,0.0,-0.0949,,1.0492,3.2971,0.3152,9.0619,-1.33,,0.0,-0.1112,0.2101,0.0,,0.0,0.0,Energy,76.4234124209997,1
2475,FANG,0.0,-0.2935,,9.989,2.3856,0.26,0.0,-8.74,,0.0,-1.2326,0.1773,0.0,,0.0,0.0,Energy,52.86642008687671,1
2476,NOG,0.0,4.936,,0.8836,0.0,-4.2271,0.0,-16.08,,0.0,-3.5460000000000003,1.1578,0.0,0.0,0.0,0.0,Energy,-29.123713430708065,1
2477,GTE,0.0,-0.2676,,2.1581,0.6834,0.0,0.0,-0.94,,0.0,-0.9711,0.0,0.0,0.0,0.0,0.0,Energy,38.5321049746035,1
2478,ENB,0.0,0.0133,93.34022854160901,0.6048,1.17,2.2405,0.0,-0.0289,3.7848605577691,0.0318,0.0074,0.501,-0.0319,0.112,0.0488,-0.0244,Energy,35.35613887516375,1
2479,TRP,0.0,-0.0697,,2.0343,,2.1343,0.0,-1.2654,,0.0355,-0.1009,0.5448,-0.2197,0.0282,-0.0619,-0.1324,Energy,49.59742812592222,1
2480,BTE,0.0,-0.4733,,0.6189,,0.7683,20.8226,-4.1721,,0.1424,-1.2987,0.338,-0.7757,0.0,-0.2759,-0.4423,Energy,49.23547837630969,1
2481,SUN,35.6847,0.0637,6.9730759374835,0.2369,0.0,0.643,7.5131,1.11,0.6185567010309301,0.0677,0.0156,0.2214,0.4906,,,0.0,Energy,-24.52873665152234,1
2482,CRC,0.0,3.8799,,0.3761,0.0,-6.7063,0.0,-92.79,,0.0129,-1.479,0.871,0.0,,,0.0,Energy,4.8768557422377015,1
2483,XOG,0.0,-0.0627,,13.3911,11.2771,0.8456,0.0,-0.33,,0.0,-0.239,0.3903,0.0,,,,Energy,-8.283750271589856,1
2484,PEIX,0.0,-0.0506,,0.1706,0.4299,0.6171,0.0,-0.6,,0.0,-0.0158,0.3399,0.0,0.0,0.0,0.0,Energy,95.87629251138536,1
2485,PDS,0.0,-0.1713,,0.7416,,1.028,16.9434,-0.8966,,0.0404,-0.2336,0.4469,-0.182,-0.3739,0.0,0.4583,Energy,37.97467704996668,1
2486,TCP,0.0,0.0321,66.001273783784,7.6507,3.1257,1.6533,15.4198,-0.03,6.1621621621622005,0.0696,0.0887,0.6088,0.0485,0.0417,0.0331,0.0373,Energy,25.85769322024421,1
2487,EQT,50.6746,0.0168,92.316460459546,1.8501,0.8529,0.6136,0.0,0.56,0.21497927698395006,0.0042,0.0364,0.2229,0.0,-0.1748,-0.3287,-0.4853,Energy,23.57089701332749,1
2488,OIS,48.6607,0.0228,47.901187187467,1.2586,1.4556,0.1007,9.5102,0.56,-0.0,0.0,0.026,0.0792,-1.0,0.0,0.0,0.0,Energy,39.08701400363893,1
2489,SEMG,41.8261,0.0272,31.301014335833997,0.8713,1.4006,0.9483,0.0,0.69,2.2926781002639,0.0551,0.0208,0.3707,0.5437,,0.0,0.0,Energy,60.516394160589726,1
2490,PAGP,17.8723,0.067,14.326292372881,0.0929,0.0,6.7713,0.0,1.41,1.6525423728814,0.0933,0.0051,0.4942,0.3178,,0.0,0.0,Energy,41.33853406624837,1
2491,REGI,0.0,-0.2477,,0.2935,0.7227,0.4509,26.0395,-3.44,,0.0,-0.1091,0.2252,0.0,,0.0,0.0,Energy,5.434782721369841,1
2492,ENLC,0.0,-0.1554,,0.5567,0.0,1.3414,43.4024,-2.17,,0.0653,-0.0798,0.3213,0.2628,0.0575,0.6969,0.2797,Energy,33.930683828883986,1
2493,MPLX,31.9756,0.0162,19.367107051282,2.9284,0.5765,0.5443,41.0216,1.23,1.0128205128205,0.0433,0.1417,0.3263,0.2701,,0.0,0.0,Energy,-6.134982441561814,1
2494,EC,0.0,-0.1525,,0.0055,,1.2935,0.0,-1.102,,0.0,-0.1201,0.4315,-0.7273,,-0.0971,-0.4595,Energy,30.78034315168417,1
2495,DO,0.0,-0.0667,,1.1962,0.7037,0.5511,0.0,-2.0,,0.0237,-0.1134,0.317,-0.8571,0.0292,-0.3752,-0.4772,Energy,-18.99313293399186,1
2496,AROC,0.0,-0.1806,,0.5232,0.8392,2.1486,2.6882,-1.94,,0.0798,-0.1328,0.5851,0.0,0.0,0.0,0.0,Energy,90.25354988972107,1
2497,DNOW,0.0,-0.3578,,0.5634,1.6323,0.077,5.3568,-4.68,,0.0,-0.1668,0.059,0.0,,,0.0,Energy,28.177826994882704,1
2498,REI,0.0,-0.0486,,6.9085,1.1505,0.2465,0.0,-0.32,,0.0,-0.2919,0.183,0.0,,0.0,0.0,Energy,90.19033552301428,1
2499,DRQ,11.845999999999998,0.145,11.834401274947,2.6907,1.6838,0.0,13.8979,5.0,-0.0,0.0,0.2274,0.0,0.0,0.0,0.0,0.0,Energy,-1.4604519358462302,1
2500,MTDR,0.0,-1.393,,5.3186,3.4316,0.8017,0.0,-8.34,,0.0,-2.1375,0.3429,0.0,,0.0,0.0,Energy,33.19544997746489,1
2501,PSXP,30.396,0.1343,21.522351943298997,6.8673,3.9943,1.4231,0.0,2.02,0.18041237113402,0.025,0.2791,0.5612,0.3757,,,0.0,Energy,-16.836114961497465,1
2502,NGL,0.0,0.0174,36.612306031201,0.1401,0.0,1.2728,65.8241,-0.05,6.502841366000099,0.0902,0.0022,0.4105,0.1753,,0.0,0.4047,Energy,121.73405529744193,1
2503,HFC,10.202,0.1409,8.988872308644401,0.5512,2.7193,0.198,24.3079,3.91,0.3336139256669,0.0328,0.0559,0.124,-0.5982,0.2754,0.3429,-0.2496,Energy,-14.841697420746481,1
2504,MMP,18.8667,0.4052,15.678304507753,7.0583,7.8598,1.7013,34.4566,3.6,0.8093397564709499,0.0429,0.3743,0.5693,0.1628,0.1148,0.1492,0.1777,Energy,15.504193120411882,1
2505,TRGP,24.8257,0.0399,18.424372212693,0.2277,0.0,4.0633,6.6561,1.09,3.0703259005146,0.1253,0.0088,0.4495,0.2635,,0.0,0.3065,Energy,133.05452682774106,1
2506,CQP,0.0,-0.4474,,32.6183,2.0901,16.3995,0.0,-0.43,,0.0652,-1.1815,0.9111,0.0,,0.0,0.0,Energy,19.468568804206495,1
2507,GPOR,0.0,-0.6008,,3.7512,1.3059,0.4643,0.0,-12.27,,0.0,-1.7276,0.2839,0.0,0.0,0.0,0.0,Energy,-12.741935260586136,1
2508,WES,93.0513,0.111,39.404525175370004,4.5343,33.0844,1.8041,54.8473,0.39,1.8517464518117,0.0386,0.0945,0.3684,0.3458,,0.0,0.0,Energy,19.671673693936764,1
2509,PDCE,0.0,-0.053,,3.5962,1.663,0.4991,0.0,-1.74,,0.0,-0.1147,0.271,0.0,0.0,0.0,0.0,Energy,33.886742403291684,1
2511,MRC,0.0,-0.3462,,0.2911,101.3146,0.5429,2.0201,-3.38,,0.0,-0.0731,0.2078,0.0,,0.0,0.0,Energy,58.653089292291526,1
2512,CPG,0.0,-0.0859,,1.6041,,0.4397,15.8303,-1.3159999999999998,,0.1033,-0.2683,0.2527,-0.4392,,,-0.2433,Energy,25.613448233825242,1
2513,IMO,34.0738,0.0479,23.058847996313,0.7413,0.8591,0.3635,0.0,0.9544,0.40017825311946,0.0093,0.0417,0.1973,-0.2524,-0.0043,-0.0615,-0.1445,Energy,10.014650272400663,1
2514,DK,76.875,0.0168,69.848685457732,0.32,1.3733,0.6982,0.0,0.32,1.9123711340206,0.0285,0.0041,0.2422,-0.3,0.0,0.3608,0.1172,Energy,8.305824661510743,1
2515,DCP,27.1099,-0.3142,,0.381,1.0924,0.8745,0.0,0.91,,0.1265,-0.1172,0.4426,0.0383,0.0,0.0521,0.0546,Energy,80.60909625470651,1
2516,CNXM,8.2083,0.2275,6.3280439513242985,2.8242,1.8349,0.2347,0.0,1.2,0.73117464595,0.0889,0.3502,0.0795,0.0,,,0.0,Energy,134.97844898887925,1
2517,TK,8.7345,0.0894,7.9117612207216,0.292,,8.099,0.0,1.13,1.5323124490268,0.1755,0.0335,0.5699,0.3692,0.1082,0.0649,0.1104,Energy,-18.781841147774557,1
2518,YPF,17.4202,0.038,1.322025739161,0.0396,,0.8782,0.0,0.9024,0.109849312077,0.0006,0.0293,0.29100000000000004,-0.4327,-0.3921,-0.578,-0.3324,Energy,5.258201917354847,1
2519,NS,12.1515,0.1905,7.1112944984566,1.4986,3.8982,1.9503,15.6061,3.3,1.2787037037037,0.1092,0.1472,0.6125,0.0,0.0284,0.0051,0.0,Energy,34.69738706572334,1
2520,MCF,0.0,-1.4087,,1.0675,0.5125,0.4854,0.0,-17.67,,0.0,-2.8758,0.277,0.0,0.0,0.0,0.0,Energy,45.93750020954758,1
2521,SNP,14.4197,0.0481,175.33453357873,3.5115,,0.3774,111.7783,4.1596,0.7447711614173299,0.0082,0.0161,0.1763,-0.2147,0.1351,0.0874,-0.0548,Energy,25.319458928176857,1
2522,TTI,0.0,-0.5231,,0.5339,14.2481,3.5374,7.1265,-1.59,,0.0,-0.1117,0.5215,0.0,0.0,0.0,0.0,Energy,-31.70799168025921,1
2523,EQM,16.0212,0.2469,9.273345741618801,8.5286,3.0723,0.4299,165.9691,4.71,0.46638073852076,0.0332,0.7191,0.2797,0.2401,,0.0,0.9271,Energy,7.028414690255207,1
2524,AM,30.8378,1.3996,3896.8585965428997,335.8843,6481.1663,0.0,12259.2908,0.0,-0.0,0.0,0.6179,0.0,,,,,Energy,46.46797422126564,1
2525,NBLX,41.1685,0.1444,,6.1221,3.6007,0.0,15.3879,1.2,,0.0,0.4331,0.0,0.0,,,,Energy,37.40458925664724,1
2526,INT,15.4458,0.092,15.053293753582,0.0896,3.0332,0.4073,6.8093,2.49,0.08767908309455599,0.0062,0.0057,0.1706,0.5484,0.0926,0.0845,0.1447,Energy,21.826742466317626,1
2527,CHKR,,,,,,,,1.52,,,1.4722222222222,,,,,,Energy,-12.669278757849979,1
2528,BAS,0.0,-2.2734,,0.1414,2.8776,8.2502,2.7341,-3411.429,,0.0,-0.3001,0.7708,0.0,0.0,0.0,0.0,Energy,-97.59659874212562,1
2529,GEL,8.961,0.2082,6.555105833459599,1.7986,2.7310000000000003,1.4401,0.0,4.1,0.6067976560133299,0.0672,0.1881,0.5352,0.1076,0.1501,0.1064,0.1065,Energy,4.9815241251121165,1
2530,HEP,19.4625,0.258,10.105216670311,5.0897,9.0654,1.8969,47.6652,1.6,1.2321657629293,0.0696,0.3823,0.5675,0.0607,0.069,0.0574,0.0624,Energy,11.948932923946874,1
2531,MTRX,28.5625,0.0585,28.344281634317998,0.3636,2.4611,0.03,46.4606,0.64,-0.0,0.0,0.0128,0.0157,0.0,0.0,0.0,0.0,Energy,11.767608861855647,1
2532,TOT,20.7143,0.055,17.496572648243,0.7476,,0.6176,0.0,2.17,-0.0,0.0702,0.0355,0.2545,0.0168,0.1309,0.0451,0.0778,Energy,21.597218787017106,1
2533,ERF,0.0,-1.6969,,0.685,,1.3630000000000002,3.5727,-5.3435,,0.1059,-1.4832,0.4741,-0.6021,-0.1948,-0.2977,-0.392,Energy,178.99672999832416,1
2534,NFG,0.0,-0.1873,,2.4003,2.0926,1.0289,0.0,-4.5,,0.0312,-0.2155,0.3174,0.0163,0.0094,0.0271,0.0247,Energy,37.01400163984998,1
2535,USAC,0.0,-0.2148,,2.1932,0.7263,1.0152,0.0,-3.15,,0.1806,-0.5702,0.483,0.056,,0.0,0.0,Energy,70.19949733775356,1
2536,PBA,29.5051,0.0547,15.539189901476,1.5865,,0.4476,0.0,0.7375,0.72413793103455,0.0469,0.0876,0.2576,-0.2382,,,-0.1652,Energy,56.19513424869445,1
2537,TUSK,0.0,-0.0675,,2.5008,2.174,0.294,11.4921,-0.73,,0.0,-0.0593,0.2106,0.0,,,,Energy,14.630472929082515,1
2538,ENBL,0.0,-0.1,,1.6071,0.5403,0.4349,0.0,-1.78,,0.1365,-0.311,0.2913,1.2878,,0.0,0.0,Energy,97.40255997912716,1
2539,NR,0.0,-0.1746,,0.6564,0.9064,0.3433,8.1322,-1.1,,0.0,-0.1342,0.2104,0.0,0.0,0.0,0.0,Energy,40.44943418897324,1
2540,CLMT,0.0,-0.2308,,0.3838,8.5202,2.9366,33.5852,-2.05,,0.1376,-0.0355,0.6022,0.0,0.0,0.0847,0.0601,Energy,-79.02772080349308,1
2542,EEQ,,,,,,,,-5.23,,,,,,,,,Energy,28.28775487198192,1
2543,FTK,0.0,-0.0458,,2.2725,3.3431,0.1721,73.6942,-0.25,,0.0,-0.0499,0.1254,0.0,0.0,0.0,0.0,Energy,-15.481542452800634,1
2544,AXAS,0.0,-1.5049,,1.6824,1.3144,1.6662,0.0,-1.21,,0.0,-1.8971,0.5254,0.0,0.0,0.0,0.0,Energy,137.9629473259426,1
2545,PTR,22.4078,0.0301,317.82226365942995,6.9573,,0.4583,263.9188,2.9271,0.8166511811245399,0.0052,0.0206,0.2259,-0.594,-0.0291,-0.1058,-0.2462,Energy,15.498882613331395,1
2546,SSL,9.2655,0.1551,0.72311416527387,0.1307,,0.2251,0.0,3.9998,-0.0,0.0038,0.1604,0.1333,-0.1347,,,-0.1578,Energy,10.07503495050064,1
2547,E,0.0,-0.1458,,1.4727,,0.4324,120.4658,-5.2986,,0.068,-0.1275,0.1999,-0.4409,-0.1491,-0.1061,-0.1746,Energy,20.384169958066394,1
2548,CRR,0.0,-0.1705,,1.4326,0.6368,0.1467,51.1519,-4.76,,0.0366,-0.3918,0.1127,-0.5,0.0576,-0.0368,-0.1484,Energy,-41.36771329214572,1
2549,VNOM,45.0323,0.0493,36.803535890086,14.8676,2.2479,0.0697,55.8519,0.31,2.8074450223187,0.0616,0.3262,0.0651,2.44,,,,Energy,22.198080033367578,1
2550,ZN,0.0,-0.8369,,0.0,8.3817,0.0,0.0,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energy,-25.136613516913037,1
2551,FI,32.7255,0.0653,30.70639915055,2.6566,2.1831,0.006,7.7607,0.51,1.1736063708759998,0.0359,0.0812,0.0042,0.3333,,0.0,0.0,Energy,-22.907677663512906,1
2552,CVI,20.1795,0.1723,14.759377830188999,0.629,3.6224,0.6779,10.7374,1.95,1.0241745283019,0.0508,0.0312,0.2022,-0.6,,0.0,0.0,Energy,-24.70942734572897,1
2553,NOA,0.0,-0.0435,,0.2148,,0.6434,1.1907,-0.1663,,0.0259,-0.0266,0.3066,-0.2774,0.0,0.0,0.0,Energy,128.16942740902618,1
2554,CLB,40.4238,-3.9515,37.537238453769,5.7765,0.0,-14.8289,23.8567,2.69,0.82052643952389,0.0202,0.14400000000000002,0.6893,0.1,0.0,0.1984,0.2524,Energy,15.099916465495452,1
2555,GLP,15.6875,0.0672,8.850630438675,0.0579,4.3066,1.9504,0.0,1.12,2.2380230929918,0.1557,0.0042,0.4743,0.0823,0.0,0.0691,0.0994,Energy,24.46578504076449,1
2556,PER,,,,,,,,1.9,,,0.92045454545455,,,,,,Energy,25.96084065539411,1
2557,AREX,0.0,-0.2864,,0.5670000000000001,0.1229,0.8168,0.0,-4.3,,0.0,-1.3256,0.4226,0.0,0.0,0.0,0.0,Energy,90.34090470368702,1
2558,BCEI,0.0,0.0274,10.42725452724,0.8959,1.234,1.1359,0.0,-1737.723,-0.0,0.0,0.0363,0.419,0.0,,0.0,0.0,Energy,-80.86303880276839,1
2559,CRK,0.0,-0.0656,,0.3535,0.0,1.2188,0.0,-113.53,,0.0,-0.1029,0.4684,0.3333,0.0,0.0,0.0,Energy,10.05587252943737,1
2560,EPM,50.6923,0.1028,37.198784196903,7.7896,4.4636,0.0,41.7761,0.13,1.96993663881,0.0455,0.1793,0.0,0.0,0.0,0.0,0.0,Energy,118.04131872399827,1
2561,PVAC,15.9646,,,4.2004,1.9847,,72.2785,-21.81,,0.0,,,,,,,Energy,20.615384615384613,1
2562,UGP,21.7795,0.1892,10.350886159743,0.1122,,1.1204,3.4254,0.3501,0.5531578366255601,0.0074,0.0199,0.4298,-0.5066,0.0494,-0.1192,-0.246,Energy,47.930805381895,1
2563,CEI,0.0,-0.1928,,2.7336,0.3083,0.2856,0.0,-2953125.0,,0.0,-1.7089,0.2003,0.0,,0.0,0.0,Energy,-81.437125748503,1
2564,PARR,0.0,-0.1172,,0.4276,3.4477,1.1864,8.0621,-1.06,,0.0,-0.0193,0.4529,0.0,,,,Energy,-37.05627826085808,1
2566,PBFX,9.7982,-0.3977,7.1119265873754,5.1637,0.0,-3.2295,9.6864,2.18,0.6706207344816401,0.0674,0.5197,1.4179,2.1304,,,0.0,Energy,-4.431663978266913,1
2567,SD,0.0,,,1.6569999999999998,0.0,,0.0,-7.16,,0.0,,,,,,,Energy,20.769226856720753,1
2568,ROYT,,,,,,,,0.26,,,0.83333333333333,,,,,,Energy,-27.702707075875157,1
2569,NGS,27.5309,0.0453,27.618419237213,2.9633,1.324,0.0019,9.566,0.81,-0.0,0.0,0.1058,0.0015,0.0,0.0,0.0,0.0,Energy,46.40256314314392,1
2570,GPRK,0.0,-1.5958,,0.7441,,2.5821,0.0,-4.05,,0.0,-1.1161,0.5379999999999999,0.0,,,0.0,Energy,56.727264448772075,1
2571,LLEX,0.0,2.2562,,13.9103,0.0,-0.7716,0.0,-12.13,,0.0,-81.7197,2.9846,0.0,,0.0,0.0,Energy,40.909083520085524,1
2572,CLNE,0.0,-0.4437,,0.8484,1.9736,1.8746,0.0,-1.47,,0.0,-0.3493,0.5669,0.0,0.0,0.0,0.0,Energy,-18.285717282976425,1
2573,VOC,,,,,,,,0.47,,,0.88888888888889,,,,,,Energy,36.3553817911761,1
2574,ICD,0.0,-0.0339,,1.3938,0.5206,0.2694,0.0,-0.33,,0.0,-0.0891,0.1992,0.0,,,0.0,Energy,36.73468732377096,1
2575,ESTE,0.0,-0.5836,,3.8797,1.0099,0.056,0.0,-8.43,,0.0,-2.4578,0.0422,0.0,0.0,0.0,0.0,Energy,2.080235751691266,1
2576,SJT,,,,,,,,0.36,,,0.89473684210526,,,,,,Energy,59.17526526371299,1
2577,IO,0.0,-0.2244,,0.3720000000000001,0.0,1.6345,0.0,-2.29,,0.0,-0.1134,0.4206,0.0,0.0,0.0,0.0,Energy,-20.0,1
2578,HOS,5.3155,0.0462,5.3187575762111,0.7485,0.2464,0.7401,0.0,1.87,-0.0,0.0,0.1404,0.3586,0.0,0.0,0.0,0.0,Energy,-28.656127748634066,1
